area,contentType,action,department,week,month,count,
Reservoir,P,R,Crossroads,1/26/2014,2014-01,11,
Reservoir,P,R,Crossroads,3/9/2014,2014-03,11,
Reservoir,P,R,Crossroads,4/20/2014,2014-04,11,
Cape,P,R,Kishwaukee,4/20/2014,2014-04,11,
Trail,P,R,Kishwaukee,5/18/2014,2014-05,11,
Island,P,R,Fairfield,9/1/2013,2013-09,11,
Trail,P,R,Fairfield,2/2/2014,2014-02,11,
Oilfield,C,U,Fairfield,6/23/2013,2013-06,11,
Oilfield,P,R,Holy,3/30/2014,2014-04,11,
Tower,P,R,Fairfield,9/29/2013,2013-09,11,
Tower,P,R,Fairfield,2/2/2014,2014-02,11,
Tower,P,R,Holy,11/3/2013,2013-11,11,
Island,P,R,Fairfield,9/8/2013,2013-09,11,
Cape,P,R,Fairfield,6/1/2014,2014-06,11,
Tunnel,P,R,Holy,9/22/2013,2013-09,11,
Airport,P,R,Fairfield,7/7/2013,2013-07,11,
Stream,P,R,Fairfield,11/17/2013,2013-11,11,
Canal,P,R,Fairfield,11/3/2013,2013-11,11,
Dam,P,R,Fairfield,2/16/2014,2014-02,11,
Bend,P,R,Fairfield,12/15/2013,2013-12,11,
Tower,P,R,Marianjoy,9/22/2013,2013-09,11,
Tower,P,R,Marianjoy,12/1/2013,2013-12,11,
Channel,P,R,Marianjoy,2/16/2014,2014-02,11,
,A,C,Glenbrook,3/23/2014,2014-03,11,
Reservoir,P,R,Glenbrook,7/28/2013,2013-08,11,
Reservoir,P,R,Morrison,9/22/2013,2013-09,11,
Stream,P,R,Iroquois,1/12/2014,2014-01,11,
Building,P,R,Morrison,12/8/2013,2013-12,11,
Tower,P,R,Morrison,9/22/2013,2013-09,11,
Tower,P,R,Mount,7/21/2013,2013-07,11,
Island,P,R,Morrison,11/17/2013,2013-11,11,
Flat,P,R,Hamilton,5/18/2014,2014-05,11,
Reserve,P,R,Glenbrook,11/10/2013,2013-11,11,
Oilfield,P,R,Crawford,7/21/2013,2013-07,11,
Reservoir,P,R,Crawford,5/18/2014,2014-05,11,
Church,P,R,Morrison,11/3/2013,2013-11,11,
Dam,P,R,Crawford,10/27/2013,2013-10,11,
Harbor,P,R,Morrison,8/18/2013,2013-08,11,
Oilfield,P,R,Glenbrook,7/28/2013,2013-07,11,
Oilfield,P,R,Hamilton,6/1/2014,2014-06,11,
Oilfield,P,R,Iroquois,7/28/2013,2013-08,11,
Pillar,P,R,Hamilton,8/18/2013,2013-08,11,
Airport,P,R,Glenbrook,2/16/2014,2014-02,11,
Airport,P,R,Glenbrook,3/30/2014,2014-03,11,
Airport,P,R,Mount,4/20/2014,2014-04,11,
Forest,P,R,Morrison,8/4/2013,2013-08,11,
,A,C,Franklin,6/1/2014,2014-06,11,
,A,R,Hopedale,3/2/2014,2014-03,11,
,A,U,Decatur,11/24/2013,2013-11,11,
Reservoir,P,R,Evanston,12/15/2013,2013-12,11,
Lake,P,R,Evanston,1/19/2014,2014-01,11,
Stream,P,R,Memorial,8/4/2013,2013-08,11,
School,P,R,Proctor,6/16/2013,2013-06,11,
Bridge,P,U,Decatur,1/19/2014,2014-01,11,
Bridge,P,U,Franklin,2/23/2014,2014-02,11,
Tower,P,R,Evanston,6/16/2013,2013-06,11,
Island,P,C,Decatur,12/8/2013,2013-12,11,
Flat,P,R,Memorial,11/17/2013,2013-11,11,
Summit,P,R,Franklin,5/4/2014,2014-05,11,
Spring,P,C,Franklin,8/18/2013,2013-08,11,
Spring,P,C,Franklin,9/15/2013,2013-09,11,
Spring,P,C,Franklin,12/1/2013,2013-12,11,
Military,P,R,Evanston,10/27/2013,2013-10,11,
Harbor,P,R,Franklin,9/1/2013,2013-09,11,
Oilfield,P,R,Ingalls,7/21/2013,2013-07,11,
Oilfield,P,R,Ingalls,11/17/2013,2013-11,11,
Oilfield,P,U,Decatur,11/24/2013,2013-11,11,
Pillar,P,C,Memorial,12/1/2013,2013-12,11,
Reservoir,P,R,Memorial,11/17/2013,2013-11,11,
Census,P,R,Franklin,6/1/2014,2014-06,11,
Populated Place,P,R,Evanston,7/21/2013,2013-07,11,
Populated Place,P,R,Evanston,2/23/2014,2014-02,11,
Stream,P,R,Evanston,3/30/2014,2014-04,11,
Canal,P,C,Decatur,9/22/2013,2013-09,11,
Locale,P,R,Memorial,2/16/2014,2014-02,11,
Locale,P,R,Memorial,3/2/2014,2014-03,11,
Locale,P,R,Proctor,8/11/2013,2013-08,11,
Locale,P,R,Proctor,9/1/2013,2013-09,11,
Church,P,R,Evanston,12/22/2013,2013-12,11,
Church,P,R,Franklin,6/1/2014,2014-06,11,
Tower,P,R,Franklin,5/25/2014,2014-05,11,
Island,P,R,Evanston,8/4/2013,2013-08,11,
Arch,P,R,Evanston,10/6/2013,2013-10,11,
Arch,P,R,Memorial,12/15/2013,2013-12,11,
Arch,P,R,Proctor,10/27/2013,2013-10,11,
Swamp,P,R,Franklin,8/25/2013,2013-08,11,
Oilfield,P,R,Anderson,2/2/2014,2014-02,11,
Oilfield,P,R,Hopedale,11/17/2013,2013-11,11,
Oilfield,P,R,Memorial,8/18/2013,2013-08,11,
Pillar,P,R,Decatur,10/20/2013,2013-10,11,
Tunnel,P,R,Memorial,9/8/2013,2013-09,11,
Lake,P,R,Decatur,8/18/2013,2013-08,11,
Lake,P,R,Decatur,1/12/2014,2014-01,11,
Airport,P,R,Anderson,5/18/2014,2014-05,11,
Hospital,P,R,Decatur,5/4/2014,2014-05,11,
Hospital,P,R,Franklin,4/20/2014,2014-04,11,
Canal,P,R,Evanston,8/25/2013,2013-08,11,
Canal,P,R,Evanston,1/26/2014,2014-01,11,
Bar,P,R,Decatur,8/11/2013,2013-08,11,
Bend,P,R,Decatur,9/1/2013,2013-09,11,
Bend,P,R,Evanston,1/5/2014,2014-01,11,
Bend,P,R,Franklin,8/25/2013,2013-08,11,
Bend,P,R,Franklin,10/27/2013,2013-11,11,
Ridge,P,C,Decatur,6/23/2013,2013-06,11,
Ridge,P,R,Franklin,4/20/2014,2014-04,11,
Ridge,P,U,Decatur,4/13/2014,2014-04,11,
Ridge,P,U,Evanston,2/16/2014,2014-02,11,
,A,U,Jersey,10/27/2013,2013-10,11,
,A,U,Midwest,8/11/2013,2013-08,11,
Reservoir,P,R,Delnor,12/22/2013,2013-12,11,
Reservoir,P,R,Massac,7/14/2013,2013-07,11,
Stream,P,C,Gibson,6/30/2013,2013-07,11,
Dam,P,R,Copley,4/6/2014,2014-04,11,
Tower,P,R,Midwest,4/27/2014,2014-04,11,
Island,P,R,Gibson,9/15/2013,2013-09,11,
Island,P,R,Jersey,6/23/2013,2013-06,11,
Trail,P,R,Jersey,12/1/2013,2013-12,11,
Arch,P,R,Jersey,4/6/2014,2014-04,11,
Forest,P,R,Jersey,11/24/2013,2013-11,11,
Spring,P,R,Jersey,10/27/2013,2013-10,11,
Woods,P,R,Jersey,2/9/2014,2014-02,11,
Military,P,R,Jersey,12/8/2013,2013-12,11,
Military,P,U,Gibson,10/27/2013,2013-10,11,
Valley,C,C,Midwest,4/20/2014,2014-04,11,
Valley,P,U,Gibson,6/16/2013,2013-06,11,
Valley,P,U,Gibson,11/24/2013,2013-11,11,
Bar,P,R,Jersey,3/16/2014,2014-03,11,
Oilfield,P,U,Jersey,9/15/2013,2013-09,11,
Census,P,R,Massac,2/16/2014,2014-02,11,
Stream,P,R,Massac,12/1/2013,2013-12,11,
Stream,P,R,Massac,5/18/2014,2014-05,11,
School,P,R,Gibson,10/27/2013,2013-10,11,
School,P,U,Gibson,2/23/2014,2014-02,11,
Locale,P,R,Copley,7/21/2013,2013-07,11,
Dam,P,U,Gibson,6/23/2013,2013-06,11,
Beach,P,R,Jersey,7/21/2013,2013-07,11,
Arch,P,R,Copley,6/2/2013,2013-06,11,
Channel,P,R,Jersey,7/7/2013,2013-07,11,
Swamp,P,R,Jersey,6/1/2014,2014-06,11,
Swamp,P,R,Midwest,8/25/2013,2013-08,11,
Cape,P,R,Jersey,12/29/2013,2014-01,11,
Reserve,P,R,Jersey,10/20/2013,2013-10,11,
Lake,P,R,Jersey,12/29/2013,2013-12,11,
Hospital,P,R,Gibson,4/6/2014,2014-04,11,
Hospital,P,R,Massac,10/27/2013,2013-10,11,
Locale,P,R,Jersey,7/28/2013,2013-07,11,
Dam,P,R,Midwest,1/19/2014,2014-01,11,
Dam,P,R,Midwest,3/16/2014,2014-03,11,
Bridge,P,R,Jersey,6/2/2013,2013-06,11,
Arch,P,R,Delnor,5/18/2014,2014-05,11,
Channel,P,R,Jersey,3/9/2014,2014-03,11,
Channel,P,R,Massac,1/26/2014,2014-01,11,
Valley,P,R,Midwest,6/23/2013,2013-06,11,
Mine,P,R,Midwest,6/1/2014,2014-06,11,
Bend,P,R,Midwest,2/23/2014,2014-02,11,
Ridge,P,C,Gibson,6/23/2013,2013-06,11,
Reservoir,P,R,Perry,7/21/2013,2013-07,11,
Reservoir,P,R,Perry,9/8/2013,2013-09,11,
Reservoir,P,U,Edward,11/24/2013,2013-11,11,
Reservoir,P,U,Edward,5/25/2014,2014-05,11,
Stream,P,R,Paris,12/8/2013,2013-12,11,
Stream,P,R,Perry,6/23/2013,2013-06,11,
School,P,R,Pekin,11/3/2013,2013-11,11,
Tower,P,U,Edward,11/24/2013,2013-11,11,
Forest,P,R,Perry,4/27/2014,2014-04,11,
Cape,P,R,Edward,1/26/2014,2014-01,11,
Woods,C,U,Edward,4/27/2014,2014-05,11,
Military,P,R,Edward,11/17/2013,2013-11,11,
Harbor,P,R,Edward,6/30/2013,2013-07,11,
Oilfield,P,R,Pekin,9/22/2013,2013-09,11,
Oilfield,P,R,Pekin,12/8/2013,2013-12,11,
Census,P,R,Herrin,1/26/2014,2014-01,11,
Census,P,U,Edward,12/15/2013,2013-12,11,
Populated Place,P,R,Edward,4/13/2014,2014-04,11,
Stream,P,R,Edward,6/1/2014,2014-06,11,
Locale,P,U,Edward,5/18/2014,2014-05,11,
Crossing,P,R,Edward,1/12/2014,2014-01,11,
Crossing,P,R,Edward,4/20/2014,2014-04,11,
Arch,P,R,Perry,9/8/2013,2013-09,11,
Arch,P,R,Perry,3/23/2014,2014-03,11,
Channel,P,R,Edward,5/18/2014,2014-05,11,
Bay,P,R,Edward,3/23/2014,2014-03,11,
Plain,P,R,Pekin,10/27/2013,2013-10,11,
Census,P,R,Edward,10/27/2013,2013-10,11,
Stream,P,R,Edward,7/21/2013,2013-07,11,
Post Office,P,R,Edward,5/18/2014,2014-05,11,
Canal,P,R,Pekin,8/11/2013,2013-08,11,
Beach,P,R,Edward,11/24/2013,2013-11,11,
Arch,P,R,Edward,3/23/2014,2014-03,11,
Arch,P,R,Edward,4/6/2014,2014-04,11,
Range,P,R,Edward,10/27/2013,2013-10,11,
Military,P,R,Edward,1/12/2014,2014-01,11,
Bend,P,R,Edward,7/28/2013,2013-07,11,
Ridge,P,R,Edward,6/1/2014,2014-06,11,
Ridge,P,U,Edward,6/9/2013,2013-06,11,
Ridge,P,U,Edward,11/3/2013,2013-11,11,
Stream,P,R,Mercy,3/16/2014,2014-03,11,
Reservoir,P,R,Mercy,9/29/2013,2013-09,11,
Reservoir,P,R,Pana,6/23/2013,2013-06,11,
Stream,P,R,Kirby,11/3/2013,2013-11,11,
Tower,P,R,Kirby,9/22/2013,2013-09,11,
Pillar,P,R,Pana,5/11/2014,2014-05,11,
Tunnel,P,R,Mercy,2/23/2014,2014-02,11,
Airport,P,R,Kirby,5/18/2014,2014-05,11,
Reservoir,P,R,FHN,8/11/2013,2013-08,11,
Island,P,R,FHN,1/26/2014,2014-01,11,
Populated Place,P,R,FHN,7/21/2013,2013-07,11,
Church,P,R,FHN,4/13/2014,2014-04,11,
Oilfield,P,R,FHN,12/15/2013,2013-12,11,
Tunnel,P,U,FHN,4/27/2014,2014-04,11,
Stream,P,R,FHN,11/3/2013,2013-11,11,
Post Office,P,R,FHN,5/11/2014,2014-05,11,
Arch,P,R,FHN,12/1/2013,2013-12,11,
Bar,P,R,FHN,11/3/2013,2013-11,11,
Ridge,P,R,FHN,10/6/2013,2013-10,11,
Stream,P,R,CGH,7/28/2013,2013-08,11,
Census,P,R,CGH,7/21/2013,2013-07,11,
Arch,P,R,CGH,3/30/2014,2014-04,11,
Tunnel,P,R,CGH,6/9/2013,2013-06,11,
Reservoir,P,R,Presence,9/15/2013,2013-09,10,
Stream,P,R,Presence,6/1/2014,2014-06,10,
School,P,R,Presence,4/6/2014,2014-04,10,
Building,P,R,Presence,6/1/2014,2014-06,10,
Building,P,R,Cook,9/22/2013,2013-09,10,
Summit,P,R,Cook,3/23/2014,2014-03,10,
Bar,P,R,Presence,4/27/2014,2014-04,10,
Pillar,C,C,Presence,3/23/2014,2014-03,10,
Pillar,C,C,Presence,5/18/2014,2014-05,10,
Stream,P,R,Presence,8/18/2013,2013-08,10,
Church,P,R,Cook,10/27/2013,2013-10,10,
Trail,P,R,Presence,3/30/2014,2014-03,10,
Channel,P,R,Presence,9/8/2013,2013-09,10,
Locale,P,R,Presence,7/7/2013,2013-07,10,
,A,R,Advocate,7/14/2013,2013-07,10,
Stream,P,R,Advocate,11/3/2013,2013-11,10,
School,P,R,Morris,8/25/2013,2013-08,10,
Island,P,R,Morris,10/27/2013,2013-10,10,
Reservoir,P,R,Advocate,11/3/2013,2013-11,10,
Populated Place,P,R,Morris,9/22/2013,2013-09,10,
Airport,C,C,Blessing,4/27/2014,2014-04,10,
,A,C,Memorial,1/5/2014,2014-01,10,
,A,R,Memorial,3/16/2014,2014-03,10,
,A,U,Presence,10/27/2013,2013-11,10,
School,P,R,Presence,7/14/2013,2013-07,10,
Building,P,R,Memorial,6/2/2013,2013-06,10,
Building,P,R,Memorial,10/20/2013,2013-10,10,
Island,P,R,Presence,9/29/2013,2013-10,10,
Flat,P,R,Presence,9/22/2013,2013-09,10,
Arch,P,R,Presence,12/1/2013,2013-12,10,
Forest,P,R,Presence,10/27/2013,2013-10,10,
Pillar,C,C,Presence,11/17/2013,2013-11,10,
Reservoir,P,R,Little,10/27/2013,2013-10,10,
Reservoir,P,R,Memorial,2/2/2014,2014-02,10,
School,P,R,Presence,10/27/2013,2013-10,10,
School,P,R,Presence,4/13/2014,2014-04,10,
School,P,R,Presence,5/25/2014,2014-05,10,
Tower,P,R,Presence,3/2/2014,2014-03,10,
Swamp,P,R,Presence,6/23/2013,2013-06,10,
Swamp,P,R,Presence,4/6/2014,2014-04,10,
Oilfield,P,R,Presence,9/8/2013,2013-09,10,
Pillar,P,R,Presence,10/27/2013,2013-10,10,
Canal,P,R,Little,3/23/2014,2014-03,10,
Channel,P,R,Presence,8/25/2013,2013-08,10,
Channel,P,R,Presence,9/22/2013,2013-09,10,
Swamp,C,C,Presence,1/26/2014,2014-01,10,
Bar,P,R,Little,7/14/2013,2013-07,10,
Ridge,P,R,Presence,8/4/2013,2013-08,10,
,A,C,Presence,8/11/2013,2013-08,10,
Stream,P,R,Presence,6/1/2014,2014-06,10,
Building,P,R,Presence,8/25/2013,2013-08,10,
Island,P,R,Presence,12/22/2013,2013-12,10,
Woods,P,R,Presence,1/19/2014,2014-01,10,
Military,P,R,Presence,5/11/2014,2014-05,10,
Reservoir,P,R,Presence,9/22/2013,2013-09,10,
Church,P,R,Presence,10/27/2013,2013-10,10,
Dam,P,R,Presence,7/7/2013,2013-07,10,
Tower,P,R,Presence,11/10/2013,2013-11,10,
Trail,P,R,Presence,12/1/2013,2013-12,10,
Pillar,P,R,Adventist,2/23/2014,2014-02,10,
Hospital,P,R,Presence,3/30/2014,2014-03,10,
Swamp,P,R,Presence,3/23/2014,2014-03,10,
Bend,P,R,Presence,10/27/2013,2013-11,10,
Ridge,P,R,Presence,9/1/2013,2013-09,10,
Stream,P,R,Methodist,1/26/2014,2014-01,10,
Bridge,P,R,Institute,3/9/2014,2014-03,10,
Oilfield,P,R,Methodist,9/8/2013,2013-09,10,
Oilfield,P,R,Presence,2/23/2014,2014-02,10,
Census,P,R,Presence,11/24/2013,2013-11,10,
Locale,P,C,Institute,8/4/2013,2013-08,10,
Church,P,R,Language,9/1/2013,2013-09,10,
Church,P,R,Language,10/27/2013,2013-10,10,
Tower,P,R,Institute,3/23/2014,2014-03,10,
Arch,P,R,Methodist,8/18/2013,2013-08,10,
Arch,P,R,Institute,6/1/2014,2014-06,10,
Swamp,P,R,Institute,6/1/2014,2014-06,10,
Cape,P,R,Institute,7/21/2013,2013-07,10,
Valley,P,R,Presence,1/12/2014,2014-01,10,
Pillar,P,R,Methodist,9/8/2013,2013-09,10,
Pillar,P,R,Institute,7/28/2013,2013-07,10,
Airport,P,R,Institute,9/8/2013,2013-09,10,
Channel,P,R,Presence,1/26/2014,2014-01,10,
Channel,P,R,Institute,2/23/2014,2014-02,10,
Woods,P,R,Institute,10/27/2013,2013-10,10,
Mine,C,U,Institute,3/16/2014,2014-03,10,
Bend,P,R,Presence,6/16/2013,2013-06,10,
Bend,P,R,Institute,12/22/2013,2013-12,10,
Flat,P,R,Mercy,9/1/2013,2013-09,10,
Census,P,R,Mercy,4/20/2014,2014-04,10,
Stream,P,R,Mercy,9/8/2013,2013-09,10,
Pillar,P,R,Mercy,9/8/2013,2013-09,10,
Reservoir,P,R,Sarah,5/18/2014,2014-05,10,
Locale,P,R,Sarah,10/6/2013,2013-10,10,
Locale,P,R,Sarah,3/2/2014,2014-03,10,
Dam,P,R,Sarah,9/29/2013,2013-10,10,
Pillar,P,R,Sarah,5/25/2014,2014-05,10,
Stream,P,R,Norwegian-American,5/11/2014,2014-05,10,
,A,D,Graham,6/2/2013,2013-06,10,
,A,D,Graham,7/21/2013,2013-07,10,
Reservoir,P,R,Graham,7/7/2013,2013-07,10,
Reservoir,P,U,Graham,6/2/2013,2013-06,10,
Stream,P,R,Adventist,10/27/2013,2013-10,10,
Stream,P,U,Graham,10/20/2013,2013-10,10,
School,P,R,McDonough,8/25/2013,2013-08,10,
Building,P,R,McDonough,2/23/2014,2014-02,10,
Bridge,P,R,Chicago,9/1/2013,2013-09,10,
Tower,P,R,Graham,11/10/2013,2013-11,10,
Tower,P,R,Graham,5/18/2014,2014-05,10,
Flat,P,R,Graham,10/27/2013,2013-10,10,
Summit,P,R,McDonough,8/25/2013,2013-08,10,
Trail,P,R,Graham,4/20/2014,2014-04,10,
Woods,P,R,McDonough,9/1/2013,2013-09,10,
Military,P,R,Graham,6/23/2013,2013-06,10,
Ridge,C,C,Graham,11/10/2013,2013-11,10,
Ridge,C,C,Graham,3/16/2014,2014-03,10,
Reservoir,P,R,Graham,6/1/2014,2014-06,10,
Census,P,R,Adventist,7/14/2013,2013-07,10,
Populated Place,P,R,Chicago,5/25/2014,2014-05,10,
Lake,P,R,Graham,7/21/2013,2013-07,10,
Dam,P,R,McDonough,7/14/2013,2013-07,10,
Trail,P,R,Graham,3/23/2014,2014-03,10,
Arch,P,R,McDonough,2/2/2014,2014-02,10,
Oilfield,P,R,Chicago,10/27/2013,2013-10,10,
Tunnel,P,R,Chicago,2/16/2014,2014-02,10,
Tunnel,P,R,McDonough,1/12/2014,2014-01,10,
Airport,P,R,Chicago,5/18/2014,2014-05,10,
Airport,P,R,McDonough,12/1/2013,2013-12,10,
Airport,P,R,McDonough,2/23/2014,2014-02,10,
Bridge,P,R,Graham,8/11/2013,2013-08,10,
Trail,P,R,Chicago,9/1/2013,2013-09,10,
Channel,P,R,McDonough,11/10/2013,2013-11,10,
Bar,P,R,Graham,3/16/2014,2014-03,10,
Bar,P,R,Graham,5/18/2014,2014-05,10,
Ridge,P,C,Graham,4/20/2014,2014-04,10,
Ridge,P,R,Graham,8/4/2013,2013-08,10,
Ridge,P,R,Graham,6/1/2014,2014-06,10,
Ridge,P,R,McDonough,1/19/2014,2014-01,10,
Ridge,P,U,McDonough,5/18/2014,2014-05,10,
Oilfield,P,R,Northwestern,12/1/2013,2013-12,10,
Pillar,P,R,Northwestern,1/26/2014,2014-01,10,
School,P,R,Lutheran,7/21/2013,2013-07,10,
Reservoir,P,R,Carlinville,9/22/2013,2013-09,10,
Reservoir,P,R,Carlinville,3/9/2014,2014-03,10,
Bend,P,R,Carlinville,4/20/2014,2014-04,10,
,A,C,Harrisburg,7/28/2013,2013-08,10,
,A,R,Alexian,6/2/2013,2013-06,10,
,A,R,Harrisburg,6/1/2014,2014-06,10,
Reservoir,P,R,Advocate,3/30/2014,2014-04,10,
Stream,P,R,Illinois,2/23/2014,2014-02,10,
School,P,R,Advocate,11/10/2013,2013-11,10,
Island,P,R,Advocate,4/20/2014,2014-04,10,
Spring,P,R,Advocate,7/28/2013,2013-07,10,
Spring,P,R,Advocate,4/13/2014,2014-04,10,
Oilfield,P,R,Illinois,2/16/2014,2014-02,10,
Oilfield,P,U,Harrisburg,7/28/2013,2013-08,10,
Plain,P,R,Harrisburg,4/20/2014,2014-04,10,
Reservoir,P,R,Advocate,9/29/2013,2013-09,10,
Reservoir,P,R,Advocate,1/12/2014,2014-01,10,
Reservoir,P,R,Harrisburg,5/25/2014,2014-05,10,
Reservoir,P,R,Illinois,11/3/2013,2013-11,10,
Populated Place,P,R,Advocate,12/1/2013,2013-12,10,
Populated Place,P,R,Harrisburg,12/1/2013,2013-12,10,
School,P,R,Advocate,5/25/2014,2014-05,10,
Locale,P,R,Advocate,10/27/2013,2013-10,10,
Dam,P,R,Lawrence,7/28/2013,2013-08,10,
Tower,P,R,Harrisburg,7/28/2013,2013-07,10,
Tower,P,R,Illinois,8/18/2013,2013-08,10,
Crossing,P,R,Advocate,8/11/2013,2013-08,10,
Swamp,P,R,Advocate,11/10/2013,2013-11,10,
Swamp,P,R,Advocate,2/16/2014,2014-02,10,
Forest,P,R,Advocate,1/5/2014,2014-01,10,
Pillar,P,R,Illinois,2/16/2014,2014-02,10,
Tunnel,P,R,Harrisburg,9/29/2013,2013-10,10,
Tunnel,P,R,Harrisburg,3/16/2014,2014-03,10,
Tunnel,P,R,Lawrence,9/15/2013,2013-09,10,
Lake,P,R,Advocate,6/2/2013,2013-06,10,
Airport,P,R,Lawrence,9/15/2013,2013-09,10,
Stream,P,R,Advocate,11/17/2013,2013-11,10,
Canal,P,R,Illinois,6/9/2013,2013-06,10,
Military,P,U,Advocate,6/23/2013,2013-06,10,
Valley,P,U,Advocate,6/1/2014,2014-06,10,
Bar,P,R,Advocate,10/27/2013,2013-10,10,
Bend,P,R,Lawrence,4/20/2014,2014-04,10,
,A,U,OSF,6/9/2013,2013-06,10,
Reservoir,P,R,Driver,9/29/2013,2013-09,10,
School,P,R,Driver,11/17/2013,2013-11,10,
Canal,P,R,Good,5/11/2014,2014-05,10,
Church,P,R,Driver,10/27/2013,2013-10,10,
Bridge,P,C,Good,1/26/2014,2014-01,10,
Tower,P,C,Good,10/6/2013,2013-10,10,
Flat,P,U,Good,1/26/2014,2014-01,10,
Flat,P,U,Good,2/23/2014,2014-02,10,
Summit,P,U,Good,3/16/2014,2014-03,10,
Forest,P,U,Good,10/27/2013,2013-10,10,
Spring,P,U,Good,1/26/2014,2014-01,10,
Bar,P,U,Good,2/2/2014,2014-02,10,
Harbor,P,U,Good,5/11/2014,2014-05,10,
Bend,P,C,Good,12/22/2013,2013-12,10,
Bend,P,C,Good,1/26/2014,2014-01,10,
Oilfield,P,C,Good,9/22/2013,2013-09,10,
Oilfield,P,R,OSF,6/23/2013,2013-06,10,
Pillar,P,R,Good,9/8/2013,2013-09,10,
Populated Place,P,U,Good,7/14/2013,2013-07,10,
Stream,C,C,Good,2/16/2014,2014-02,10,
School,P,R,Good,12/8/2013,2013-12,10,
Building,P,U,Good,2/23/2014,2014-02,10,
Locale,P,R,OSF,5/4/2014,2014-05,10,
Church,P,R,Driver,4/20/2014,2014-04,10,
Dam,P,U,Good,8/25/2013,2013-08,10,
Bridge,P,R,Good,1/19/2014,2014-01,10,
Tower,P,R,Driver,7/14/2013,2013-07,10,
Tower,P,R,Driver,9/8/2013,2013-09,10,
Beach,P,R,Good,7/21/2013,2013-07,10,
Summit,P,R,Good,4/13/2014,2014-04,10,
Trail,C,C,Good,11/24/2013,2013-11,10,
Trail,C,C,Good,1/26/2014,2014-01,10,
Trail,C,C,Good,2/9/2014,2014-02,10,
Trail,P,C,OSF,6/16/2013,2013-06,10,
Channel,P,R,Driver,8/11/2013,2013-08,10,
Swamp,P,C,Good,3/9/2014,2014-03,10,
Area,P,R,Good,6/16/2013,2013-06,10,
Cliff,P,R,Driver,5/11/2014,2014-05,10,
Cliff,P,R,Good,3/16/2014,2014-03,10,
Harbor,P,R,Good,12/15/2013,2013-12,10,
Oilfield,P,D,Good,10/27/2013,2013-10,10,
Pillar,P,R,Driver,5/11/2014,2014-05,10,
Plain,P,R,Good,3/9/2014,2014-03,10,
Plain,P,U,OSF,3/23/2014,2014-03,10,
Lake,C,C,Good,8/4/2013,2013-08,10,
Stream,P,C,Good,10/20/2013,2013-10,10,
Stream,P,C,Good,3/2/2014,2014-03,10,
Stream,P,U,Driver,8/25/2013,2013-08,10,
Stream,P,U,Good,3/30/2014,2014-04,10,
Post Office,P,R,Driver,5/11/2014,2014-05,10,
Canal,P,C,Good,11/3/2013,2013-11,10,
Canal,P,C,Good,6/1/2014,2014-06,10,
Canal,P,U,Good,9/1/2013,2013-09,10,
Canal,P,U,Good,1/26/2014,2014-01,10,
Canal,P,U,Good,6/1/2014,2014-06,10,
Dam,P,U,Good,5/25/2014,2014-05,10,
Bridge,P,R,Driver,11/3/2013,2013-11,10,
Crossing,P,R,Good,10/27/2013,2013-10,10,
Trail,P,R,Driver,5/18/2014,2014-05,10,
Trail,P,U,Good,6/2/2013,2013-06,10,
Trail,P,U,Good,3/9/2014,2014-03,10,
Arch,P,R,Good,9/15/2013,2013-09,10,
Channel,P,R,Driver,11/17/2013,2013-11,10,
Swamp,P,R,Good,11/17/2013,2013-11,10,
Forest,P,C,Good,12/29/2013,2014-01,10,
Woods,P,R,Driver,5/18/2014,2014-05,10,
Valley,P,R,Good,10/20/2013,2013-10,10,
Bar,C,C,Good,12/22/2013,2013-12,10,
Bend,P,R,Driver,1/19/2014,2014-01,10,
Ridge,C,C,Good,6/23/2013,2013-06,10,
Ridge,C,D,Good,3/2/2014,2014-03,10,
Ridge,P,R,OSF,7/28/2013,2013-07,10,
,A,D,OSF,12/15/2013,2013-12,10,
,A,R,Riveredge,3/9/2014,2014-03,10,
,A,R,Central,12/15/2013,2013-12,10,
,A,U,Fayette,3/16/2014,2014-03,10,
Reservoir,P,R,OSF,7/21/2013,2013-07,10,
Reservoir,P,R,Pinckneyville,3/23/2014,2014-03,10,
Stream,P,R,Riveredge,11/17/2013,2013-11,10,
Building,P,R,Fayette,7/7/2013,2013-07,10,
Bridge,P,R,Fayette,2/2/2014,2014-02,10,
Island,P,R,Fayette,12/29/2013,2014-01,10,
Island,P,R,Pinckneyville,1/26/2014,2014-01,10,
Arch,P,R,OSF,8/18/2013,2013-08,10,
Spring,P,R,OSF,6/1/2014,2014-06,10,
Bar,P,R,Fayette,5/18/2014,2014-05,10,
Harbor,P,R,Fayette,1/5/2014,2014-01,10,
Oilfield,P,C,Fayette,11/17/2013,2013-11,10,
Oilfield,P,C,Fayette,3/30/2014,2014-03,10,
Oilfield,P,R,Pinckneyville,8/4/2013,2013-08,10,
Oilfield,P,U,Fayette,2/23/2014,2014-02,10,
Plain,P,R,OSF,11/3/2013,2013-11,10,
Reservoir,P,R,Passavant,6/23/2013,2013-06,10,
Stream,P,R,OSF,11/3/2013,2013-11,10,
School,P,C,Fayette,6/16/2013,2013-06,10,
School,P,R,OSF,4/6/2014,2014-04,10,
Church,P,R,OSF,10/27/2013,2013-10,10,
Church,P,R,Pinckneyville,1/19/2014,2014-01,10,
Dam,C,C,OSF,6/23/2013,2013-06,10,
Dam,C,C,OSF,8/11/2013,2013-08,10,
