area,contentType,action,department,week,month,count,
Tower,P,R,Jackson,9/15/2013,2013-09,12,
Trail,P,R,Jackson,2/16/2014,2014-02,12,
Arch,P,R,Jackson,6/16/2013,2013-06,12,
Cape,P,U,Jackson,5/25/2014,2014-05,12,
Locale,P,R,Jackson,10/27/2013,2013-10,12,
Bridge,P,R,Jackson,10/27/2013,2013-10,12,
Island,P,R,Kishwaukee,2/2/2014,2014-02,12,
Census,P,R,Kishwaukee,6/9/2013,2013-06,12,
Stream,P,R,Kishwaukee,3/9/2014,2014-03,12,
Trail,P,R,Clay,11/3/2013,2013-11,12,
Area,P,C,Kishwaukee,7/14/2013,2013-07,12,
Arch,P,U,Kishwaukee,5/25/2014,2014-05,12,
Park,P,R,Fairfield,10/27/2013,2013-10,12,
Stream,P,R,Community,10/27/2013,2013-10,12,
School,P,R,Fairfield,10/20/2013,2013-10,12,
Island,P,R,Fairfield,6/23/2013,2013-06,12,
Trail,P,R,Fairfield,3/9/2014,2014-03,12,
Trail,P,U,Fairfield,10/27/2013,2013-10,12,
Channel,P,R,Fairfield,12/15/2013,2013-12,12,
Census,P,R,Fairfield,3/9/2014,2014-03,12,
Census,P,R,Fairfield,5/4/2014,2014-05,12,
Census,P,R,Northwest,7/28/2013,2013-07,12,
Lake,P,R,Fairfield,7/21/2013,2013-07,12,
Locale,P,R,Holy,2/23/2014,2014-02,12,
Trail,P,R,Fairfield,8/18/2013,2013-08,12,
Tunnel,P,R,Fairfield,6/1/2014,2014-06,12,
Lake,P,R,Fairfield,8/11/2013,2013-08,12,
Hospital,P,R,Holy,5/25/2014,2014-05,12,
Canal,P,R,Community,11/24/2013,2013-11,12,
Dam,P,R,Fairfield,4/27/2014,2014-04,12,
Bridge,P,R,Fairfield,10/27/2013,2013-11,12,
Bend,P,R,Fairfield,7/7/2013,2013-07,12,
Tower,P,R,Marianjoy,10/27/2013,2013-10,12,
Pillar,P,R,Marianjoy,4/13/2014,2014-04,12,
Spring,P,U,Marianjoy,1/12/2014,2014-01,12,
Bend,P,R,Marianjoy,1/26/2014,2014-01,12,
Reservoir,P,R,Iroquois,4/20/2014,2014-04,12,
School,P,R,Morrison,6/9/2013,2013-06,12,
Building,P,R,Crawford,5/18/2014,2014-05,12,
Bridge,P,R,Elmhurst,7/14/2013,2013-07,12,
Flat,P,R,Hamilton,2/23/2014,2014-02,12,
Military,P,R,Glenbrook,4/6/2014,2014-04,12,
Reserve,P,R,Crawford,10/27/2013,2013-10,12,
Oilfield,P,R,Glenbrook,1/26/2014,2014-01,12,
Reservoir,P,R,Mount,10/27/2013,2013-10,12,
Census,P,R,Hamilton,1/26/2014,2014-01,12,
Census,P,R,Richland,11/17/2013,2013-11,12,
Lake,P,R,Iroquois,6/9/2013,2013-06,12,
Locale,P,R,Glenbrook,7/14/2013,2013-07,12,
Locale,P,R,Glenbrook,9/22/2013,2013-09,12,
Locale,P,R,Iroquois,12/22/2013,2013-12,12,
Church,P,R,Morrison,10/27/2013,2013-10,12,
Tower,P,R,Morrison,5/25/2014,2014-05,12,
Oilfield,P,R,Mount,6/16/2013,2013-06,12,
Pillar,P,R,Crawford,4/6/2014,2014-04,12,
Pillar,P,R,Mount,4/27/2014,2014-04,12,
Tunnel,P,R,Iroquois,6/9/2013,2013-06,12,
Tunnel,P,R,Mount,5/11/2014,2014-05,12,
Lake,P,R,Morrison,10/27/2013,2013-10,12,
Arch,P,R,Mount,3/9/2014,2014-03,12,
Channel,P,R,Crawford,6/30/2013,2013-07,12,
Channel,P,R,Crawford,10/27/2013,2013-10,12,
Swamp,P,R,Morrison,1/19/2014,2014-01,12,
Reservoir,P,R,Decatur,6/1/2014,2014-06,12,
Reservoir,P,R,Franklin,6/1/2014,2014-06,12,
Stream,P,R,Evanston,6/1/2014,2014-06,12,
Stream,P,R,Proctor,2/2/2014,2014-02,12,
School,P,R,Anderson,6/23/2013,2013-06,12,
School,P,R,Franklin,9/22/2013,2013-09,12,
Hospital,P,R,Decatur,10/27/2013,2013-10,12,
Building,P,R,Decatur,12/15/2013,2013-12,12,
Building,P,R,Decatur,1/19/2014,2014-01,12,
Building,P,R,Memorial,1/26/2014,2014-01,12,
Canal,P,R,Decatur,10/27/2013,2013-10,12,
Island,C,C,Decatur,8/11/2013,2013-08,12,
Flat,P,C,Decatur,6/23/2013,2013-06,12,
Flat,P,R,Evanston,5/11/2014,2014-05,12,
Flat,P,R,Franklin,4/6/2014,2014-04,12,
Summit,P,R,Evanston,10/27/2013,2013-10,12,
Forest,P,R,Franklin,10/27/2013,2013-10,12,
Forest,P,U,Decatur,1/26/2014,2014-01,12,
Spring,P,U,Franklin,9/29/2013,2013-10,12,
Woods,P,R,Evanston,12/1/2013,2013-12,12,
Woods,P,R,Evanston,5/4/2014,2014-05,12,
Range,P,R,Decatur,7/14/2013,2013-07,12,
Oilfield,P,U,Decatur,7/14/2013,2013-07,12,
Oilfield,P,U,Decatur,9/22/2013,2013-09,12,
Plain,P,R,Decatur,7/21/2013,2013-07,12,
Reservoir,P,R,Ingalls,10/27/2013,2013-10,12,
Reservoir,P,R,Memorial,1/19/2014,2014-01,12,
Census,P,R,Anderson,2/16/2014,2014-02,12,
Populated Place,P,R,Evanston,11/10/2013,2013-11,12,
Lake,P,R,Anderson,4/27/2014,2014-05,12,
Stream,P,R,Decatur,6/23/2013,2013-06,12,
Locale,P,R,Decatur,6/1/2014,2014-06,12,
Locale,P,R,Ingalls,1/26/2014,2014-01,12,
Locale,P,U,Decatur,1/26/2014,2014-01,12,
Dam,C,C,Decatur,11/17/2013,2013-11,12,
Dam,C,C,Franklin,2/2/2014,2014-02,12,
Dam,P,R,Evanston,9/22/2013,2013-09,12,
Tower,P,R,Memorial,3/30/2014,2014-04,12,
Beach,P,U,Franklin,5/11/2014,2014-05,12,
Crossing,P,R,Decatur,6/16/2013,2013-06,12,
Trail,P,R,Evanston,2/9/2014,2014-02,12,
Trail,P,R,Franklin,6/16/2013,2013-06,12,
Arch,P,R,Anderson,8/25/2013,2013-08,12,
Arch,P,R,Ingalls,8/4/2013,2013-08,12,
Swamp,P,R,Franklin,2/16/2014,2014-02,12,
Cape,P,R,Evanston,9/15/2013,2013-09,12,
Cape,P,R,Evanston,10/27/2013,2013-10,12,
Harbor,P,R,Decatur,10/27/2013,2013-10,12,
Oilfield,P,R,Anderson,3/16/2014,2014-03,12,
Oilfield,P,R,Evanston,1/26/2014,2014-01,12,
Lake,P,R,Evanston,6/9/2013,2013-06,12,
Hospital,P,R,Decatur,2/2/2014,2014-02,12,
Post Office,P,R,Decatur,10/27/2013,2013-10,12,
Canal,P,R,Anderson,3/30/2014,2014-03,12,
Canal,P,R,Anderson,3/30/2014,2014-04,12,
Canal,P,R,Evanston,2/16/2014,2014-02,12,
Canal,P,R,Franklin,11/17/2013,2013-11,12,
Locale,P,R,Anderson,1/12/2014,2014-01,12,
Locale,P,R,Anderson,3/9/2014,2014-03,12,
Dam,P,R,Evanston,3/2/2014,2014-03,12,
Channel,P,R,Franklin,4/6/2014,2014-04,12,
Channel,P,R,Memorial,10/27/2013,2013-10,12,
Military,P,R,Franklin,10/27/2013,2013-10,12,
Bend,P,R,Decatur,3/23/2014,2014-03,12,
Falls,P,R,Decatur,6/2/2013,2013-06,12,
,A,U,Midwest,5/25/2014,2014-05,12,
Stream,P,C,Gibson,12/8/2013,2013-12,12,
Stream,P,C,Gibson,3/2/2014,2014-03,12,
Stream,P,C,Gibson,4/27/2014,2014-04,12,
Stream,P,U,Jersey,5/18/2014,2014-05,12,
Building,P,R,Massac,8/11/2013,2013-08,12,
Building,P,R,Massac,1/26/2014,2014-01,12,
Tower,P,R,Jersey,6/16/2013,2013-06,12,
Forest,P,R,Jersey,2/9/2014,2014-02,12,
Woods,P,R,Gibson,4/6/2014,2014-04,12,
Valley,P,U,Gibson,4/13/2014,2014-04,12,
Harbor,P,R,Jersey,11/3/2013,2013-11,12,
Ridge,P,C,Midwest,7/28/2013,2013-07,12,
Reservoir,P,R,Copley,10/27/2013,2013-10,12,
Populated Place,P,R,Gibson,9/8/2013,2013-09,12,
Populated Place,P,R,Gibson,1/26/2014,2014-01,12,
Hospital,P,R,Midwest,10/20/2013,2013-10,12,
Dam,P,R,Gibson,2/2/2014,2014-02,12,
Tower,P,R,Jersey,3/23/2014,2014-03,12,
Island,P,R,Jersey,4/13/2014,2014-04,12,
Beach,P,R,Jersey,3/16/2014,2014-03,12,
Trail,P,R,Jersey,11/17/2013,2013-11,12,
Arch,P,R,Copley,11/10/2013,2013-11,12,
Channel,P,R,Jersey,9/15/2013,2013-09,12,
Swamp,P,R,Jersey,12/8/2013,2013-12,12,
Cape,P,R,Gibson,3/23/2014,2014-03,12,
Spring,P,U,Massac,1/5/2014,2014-01,12,
Spring,P,U,Massac,3/2/2014,2014-03,12,
Reserve,P,R,Jersey,9/15/2013,2013-09,12,
Reserve,P,R,Jersey,2/16/2014,2014-02,12,
Plain,P,R,Jersey,10/27/2013,2013-10,12,
Canal,P,R,Copley,3/16/2014,2014-03,12,
Dam,P,R,Midwest,5/18/2014,2014-05,12,
Flat,P,R,Jersey,10/27/2013,2013-10,12,
Cape,P,R,Jersey,4/20/2014,2014-04,12,
,A,C,Perry,9/15/2013,2013-09,12,
,A,R,Herrin,6/1/2014,2014-06,12,
Park,P,R,Edward,12/1/2013,2013-12,12,
Bridge,P,R,Alton,4/13/2014,2014-04,12,
Bridge,P,R,Perry,7/7/2013,2013-07,12,
Trail,P,R,Edward,3/9/2014,2014-03,12,
Arch,P,R,Edward,9/1/2013,2013-09,12,
Forest,P,R,Edward,2/2/2014,2014-02,12,
Forest,P,R,Perry,3/9/2014,2014-03,12,
Harbor,P,R,Edward,10/27/2013,2013-10,12,
Oilfield,P,R,Alton,10/27/2013,2013-10,12,
Oilfield,P,R,Palos,10/27/2013,2013-10,12,
Oilfield,P,R,Palos,2/9/2014,2014-02,12,
Stream,P,R,Edward,2/16/2014,2014-02,12,
Stream,P,R,Perry,12/8/2013,2013-12,12,
School,P,R,Edward,5/18/2014,2014-05,12,
Locale,C,C,Edward,12/1/2013,2013-12,12,
Locale,P,C,Edward,8/4/2013,2013-08,12,
Locale,P,R,Pekin,8/18/2013,2013-08,12,
Locale,P,R,Perry,3/23/2014,2014-03,12,
Locale,P,U,Edward,9/1/2013,2013-09,12,
Tower,P,R,Perry,3/16/2014,2014-03,12,
Summit,P,R,Edward,2/16/2014,2014-02,12,
Spring,P,R,Edward,7/28/2013,2013-08,12,
Spring,P,R,Edward,3/2/2014,2014-03,12,
Spring,P,R,Herrin,7/7/2013,2013-07,12,
Pillar,P,R,Perry,3/23/2014,2014-03,12,
Lake,P,R,Edward,11/17/2013,2013-11,12,
Beach,P,R,Edward,2/9/2014,2014-02,12,
Channel,P,R,Perry,10/27/2013,2013-10,12,
Swamp,P,R,Pekin,10/27/2013,2013-10,12,
Swamp,P,R,Pekin,1/19/2014,2014-01,12,
Ridge,P,C,Edward,8/25/2013,2013-08,12,
Park,P,R,Kirby,9/1/2013,2013-09,12,
Reservoir,P,R,Kirby,9/29/2013,2013-09,12,
Reservoir,P,R,Kirby,3/23/2014,2014-03,12,
Stream,P,R,Mercy,8/25/2013,2013-08,12,
Stream,P,R,Pana,7/7/2013,2013-07,12,
Bridge,P,U,Kirby,5/25/2014,2014-05,12,
Island,P,R,Kirby,9/8/2013,2013-09,12,
Oilfield,P,R,Mercy,10/20/2013,2013-10,12,
Reservoir,P,R,Kirby,6/1/2014,2014-06,12,
Populated Place,P,R,Kirby,6/23/2013,2013-06,12,
Dam,P,R,Kirby,12/8/2013,2013-12,12,
Spring,P,R,Kirby,2/2/2014,2014-02,12,
Oilfield,P,R,Mercy,9/8/2013,2013-09,12,
Swamp,P,R,Kirby,3/30/2014,2014-04,12,
Park,P,R,FHN,12/1/2013,2013-12,12,
Building,P,R,FHN,11/17/2013,2013-11,12,
Building,P,R,FHN,1/12/2014,2014-01,12,
Summit,P,R,FHN,5/11/2014,2014-05,12,
Oilfield,P,R,FHN,6/1/2014,2014-06,12,
Stream,P,R,FHN,10/27/2013,2013-10,12,
Trail,P,R,FHN,12/1/2013,2013-12,12,
Cape,P,R,FHN,1/19/2014,2014-01,12,
Pillar,P,R,FHN,12/15/2013,2013-12,12,
Stream,P,R,FHN,10/20/2013,2013-10,12,
Canal,P,R,FHN,7/14/2013,2013-07,12,
Bend,P,R,FHN,6/9/2013,2013-06,12,
Bend,P,R,FHN,10/27/2013,2013-10,12,
Ridge,P,R,FHN,5/4/2014,2014-05,12,
Church,P,R,CGH,11/17/2013,2013-11,12,
Flat,P,R,CGH,4/13/2014,2014-04,12,
Locale,P,R,CGH,1/26/2014,2014-01,12,
Tower,P,R,CGH,6/30/2013,2013-07,12,
Bend,P,R,CGH,5/11/2014,2014-05,12,
Building,P,R,Presence,2/23/2014,2014-02,11,
Island,P,R,Presence,4/27/2014,2014-04,11,
Woods,P,R,Presence,1/26/2014,2014-01,11,
Pillar,C,C,Presence,12/29/2013,2013-12,11,
Locale,C,C,Presence,2/23/2014,2014-02,11,
Church,P,R,Presence,10/27/2013,2013-10,11,
Dam,P,R,Presence,8/4/2013,2013-08,11,
Arch,P,R,Presence,6/1/2014,2014-06,11,
Swamp,P,R,Presence,2/23/2014,2014-02,11,
Oilfield,P,R,Presence,6/9/2013,2013-06,11,
Lake,P,R,Presence,10/27/2013,2013-10,11,
Hospital,P,R,Presence,10/27/2013,2013-10,11,
Channel,P,R,Presence,6/23/2013,2013-06,11,
Channel,P,R,Cook,12/22/2013,2013-12,11,
Ridge,P,R,Presence,8/18/2013,2013-08,11,
Stream,P,R,Advocate,10/27/2013,2013-10,11,
Building,P,R,Morris,12/29/2013,2014-01,11,
Oilfield,P,R,Blessing,3/9/2014,2014-03,11,
Island,P,R,Morris,2/23/2014,2014-02,11,
Island,P,R,Morris,3/23/2014,2014-03,11,
Oilfield,P,R,Morris,1/26/2014,2014-01,11,
Pillar,P,R,Blessing,2/16/2014,2014-02,11,
Airport,P,R,Advocate,8/11/2013,2013-08,11,
Airport,P,R,Advocate,2/9/2014,2014-02,11,
Levee,P,R,Morris,12/8/2013,2013-12,11,
Woods,P,R,Presence,5/18/2014,2014-05,11,
Plain,P,R,Presence,12/22/2013,2013-12,11,
Census,P,R,Little,12/15/2013,2013-12,11,
Census,P,R,Memorial,1/19/2014,2014-01,11,
Island,P,R,Presence,3/23/2014,2014-03,11,
Hospital,P,R,Presence,4/13/2014,2014-04,11,
Arch,P,R,Little,2/2/2014,2014-02,11,
Arch,P,R,Presence,10/27/2013,2013-10,11,
Channel,P,R,Presence,6/23/2013,2013-06,11,
Swamp,P,C,Presence,3/23/2014,2014-03,11,
Bar,P,R,Little,9/1/2013,2013-09,11,
Bend,P,R,Presence,1/12/2014,2014-01,11,
,A,R,Presence,6/1/2014,2014-06,11,
Census,P,R,Hardin,1/26/2014,2014-01,11,
Census,P,R,Presence,9/29/2013,2013-09,11,
Census,P,R,Presence,12/29/2013,2013-12,11,
Locale,P,R,Presence,3/30/2014,2014-04,11,
Channel,P,R,Presence,10/27/2013,2013-10,11,
Cape,P,R,Presence,6/1/2014,2014-06,11,
Pillar,P,R,Methodist,9/8/2013,2013-09,11,
Pillar,P,R,Presence,9/8/2013,2013-09,11,
Lake,P,R,Presence,5/4/2014,2014-05,11,
Airport,P,R,Presence,2/23/2014,2014-02,11,
Channel,P,R,Presence,8/25/2013,2013-08,11,
Swamp,P,R,Presence,1/12/2014,2014-01,11,
,A,R,Language,1/26/2014,2014-01,11,
Civil,P,R,Institute,8/25/2013,2013-08,11,
Stream,P,R,Language,9/1/2013,2013-09,11,
Stream,P,R,Presence,3/16/2014,2014-03,11,
Island,P,R,Institute,10/27/2013,2013-10,11,
Woods,P,U,Institute,2/2/2014,2014-02,11,
Reservoir,P,R,Language,6/1/2014,2014-06,11,
Census,P,R,Institute,9/1/2013,2013-09,11,
Stream,P,R,Institute,3/23/2014,2014-03,11,
School,P,R,Institute,10/27/2013,2013-10,11,
Dam,P,R,Memorial,5/18/2014,2014-05,11,
Tower,P,R,Methodist,1/26/2014,2014-01,11,
Trail,P,R,Institute,2/16/2014,2014-02,11,
Arch,P,R,Language,5/25/2014,2014-05,11,
Channel,P,R,Presence,2/2/2014,2014-02,11,
Lake,P,R,Institute,6/23/2013,2013-06,11,
Airport,P,R,Methodist,10/27/2013,2013-10,11,
Airport,P,R,Institute,11/24/2013,2013-11,11,
Canal,P,R,Presence,6/9/2013,2013-06,11,
Arch,P,R,Presence,11/24/2013,2013-11,11,
Ridge,P,R,Institute,6/16/2013,2013-06,11,
Locale,P,R,OSF,1/26/2014,2014-01,11,
Reservoir,P,R,Mercy,2/9/2014,2014-02,11,
Census,P,R,Mercy,7/7/2013,2013-07,11,
Oilfield,P,R,Sarah,3/2/2014,2014-03,11,
,A,U,Graham,10/27/2013,2013-10,11,
Reservoir,P,R,Graham,12/29/2013,2013-12,11,
Stream,P,R,Chicago,6/1/2014,2014-06,11,
Tower,P,R,McDonough,3/9/2014,2014-03,11,
Summit,P,R,Graham,9/8/2013,2013-09,11,
Woods,P,R,McDonough,12/8/2013,2013-12,11,
Bar,P,R,McDonough,2/9/2014,2014-02,11,
Bar,P,R,McDonough,4/20/2014,2014-04,11,
Ridge,C,C,Graham,7/21/2013,2013-07,11,
Oilfield,P,R,Chicago,11/24/2013,2013-11,11,
Census,P,R,Graham,11/24/2013,2013-11,11,
Populated Place,P,R,Chicago,1/19/2014,2014-01,11,
Stream,P,R,Graham,11/24/2013,2013-11,11,
Dam,P,R,Chicago,10/27/2013,2013-10,11,
Tower,P,R,McDonough,11/24/2013,2013-11,11,
Tower,P,R,McDonough,3/23/2014,2014-03,11,
Beach,P,R,Chicago,3/23/2014,2014-03,11,
Trail,P,R,McDonough,6/9/2013,2013-06,11,
Arch,P,R,Graham,11/24/2013,2013-11,11,
Channel,P,R,Chicago,10/13/2013,2013-10,11,
Cape,P,R,Graham,10/27/2013,2013-10,11,
Spring,P,R,McDonough,1/26/2014,2014-01,11,
Pillar,P,R,Chicago,10/6/2013,2013-10,11,
Airport,P,R,McDonough,6/23/2013,2013-06,11,
Airport,P,R,McDonough,11/3/2013,2013-11,11,
Stream,P,R,Graham,9/8/2013,2013-09,11,
Stream,P,U,Graham,5/25/2014,2014-05,11,
Hospital,P,R,McDonough,3/30/2014,2014-03,11,
Canal,P,R,Chicago,2/9/2014,2014-02,11,
Locale,P,R,Graham,2/23/2014,2014-02,11,
Bridge,P,R,Chicago,11/10/2013,2013-11,11,
Trail,P,R,Chicago,12/8/2013,2013-12,11,
Channel,P,R,McDonough,8/4/2013,2013-08,11,
Woods,P,R,Chicago,7/14/2013,2013-07,11,
Bend,P,R,Graham,6/16/2013,2013-06,11,
Ridge,P,C,McDonough,4/20/2014,2014-04,11,
Dam,P,R,Northwestern,9/8/2013,2013-09,11,
Tower,P,R,Northwestern,8/18/2013,2013-08,11,
Tower,P,R,Northwestern,4/27/2014,2014-05,11,
Oilfield,P,R,Northwestern,9/15/2013,2013-09,11,
Oilfield,P,R,Northwestern,3/9/2014,2014-03,11,
Oilfield,P,R,Northwestern,3/30/2014,2014-04,11,
,A,R,Galesburg,5/4/2014,2014-05,11,
,A,R,Marshall,2/23/2014,2014-02,11,
Lake,P,R,Lutheran,6/2/2013,2013-06,11,
Canal,P,R,Marshall,12/15/2013,2013-12,11,
Bridge,P,R,Carlinville,3/30/2014,2014-04,11,
Flat,P,R,Carlinville,7/14/2013,2013-07,11,
Lake,P,R,Carlinville,7/28/2013,2013-07,11,
Locale,P,R,Carlinville,4/13/2014,2014-04,11,
Stream,P,R,Carlinville,10/20/2013,2013-10,11,
,A,C,Advocate,7/21/2013,2013-07,11,
,A,C,Harrisburg,3/30/2014,2014-04,11,
,A,R,Alexian,4/27/2014,2014-04,11,
,A,U,Advocate,5/18/2014,2014-05,11,
Stream,P,R,Harrisburg,12/8/2013,2013-12,11,
Hospital,P,R,Alexian,11/17/2013,2013-11,11,
Tower,P,R,Advocate,5/25/2014,2014-05,11,
Flat,P,R,Advocate,11/17/2013,2013-11,11,
Summit,P,R,Advocate,6/23/2013,2013-06,11,
Plain,P,R,Harrisburg,2/23/2014,2014-02,11,
Reservoir,P,R,Advocate,12/8/2013,2013-12,11,
Reservoir,P,R,Lawrence,5/11/2014,2014-05,11,
Census,P,R,Advocate,6/2/2013,2013-06,11,
Census,P,R,Advocate,6/2/2013,2013-06,11,
Census,P,R,Alexian,12/15/2013,2013-12,11,
Populated Place,P,R,Advocate,3/23/2014,2014-03,11,
School,P,R,Advocate,2/9/2014,2014-02,11,
Locale,P,R,Advocate,4/20/2014,2014-04,11,
Church,P,R,Advocate,4/6/2014,2014-04,11,
Tower,P,R,Advocate,4/27/2014,2014-04,11,
Island,P,R,Lawrence,1/12/2014,2014-01,11,
Cape,P,R,Advocate,3/2/2014,2014-03,11,
Cliff,P,R,Advocate,2/23/2014,2014-02,11,
Lake,P,R,Advocate,1/5/2014,2014-01,11,
Locale,P,R,Advocate,10/27/2013,2013-10,11,
Channel,P,R,Advocate,6/23/2013,2013-06,11,
Bar,P,R,Advocate,8/25/2013,2013-08,11,
Ridge,P,R,Advocate,4/20/2014,2014-04,11,
Park,P,R,Driver,10/27/2013,2013-10,11,
Park,P,R,Good,5/11/2014,2014-05,11,
Stream,P,C,Good,4/6/2014,2014-04,11,
Tower,P,R,Driver,7/21/2013,2013-07,11,
Summit,C,C,Driver,9/22/2013,2013-09,11,
Summit,P,C,Driver,3/23/2014,2014-03,11,
Harbor,P,R,Driver,6/16/2013,2013-06,11,
Falls,P,R,Good,5/25/2014,2014-05,11,
Oilfield,P,C,Good,5/18/2014,2014-05,11,
Plain,P,R,Driver,10/27/2013,2013-10,11,
Reservoir,P,U,Good,6/23/2013,2013-06,11,
Reservoir,P,U,Good,7/21/2013,2013-07,11,
Census,P,C,Good,4/6/2014,2014-04,11,
Census,P,R,OSF,12/15/2013,2013-12,11,
Census,P,U,Good,7/14/2013,2013-07,11,
Lake,P,R,Driver,7/21/2013,2013-07,11,
Stream,P,R,Driver,9/1/2013,2013-09,11,
Locale,C,C,Good,6/9/2013,2013-06,11,
Locale,C,C,Good,7/28/2013,2013-07,11,
Locale,P,C,Good,12/8/2013,2013-12,11,
Trail,P,R,Driver,7/21/2013,2013-07,11,
Channel,P,R,Driver,10/27/2013,2013-10,11,
Cape,P,C,Good,9/22/2013,2013-09,11,
Oilfield,P,C,Good,6/23/2013,2013-06,11,
Oilfield,P,R,Good,6/1/2014,2014-06,11,
Oilfield,P,U,Good,3/23/2014,2014-03,11,
Oilfield,P,U,Good,4/13/2014,2014-04,11,
Pillar,P,R,Good,10/27/2013,2013-10,11,
Tunnel,P,R,Driver,6/1/2014,2014-06,11,
Plain,P,R,Good,6/2/2013,2013-06,11,
Plain,P,R,Good,2/9/2014,2014-02,11,
Plain,P,R,Good,5/18/2014,2014-05,11,
Airport,C,C,Driver,6/1/2014,2014-06,11,
Stream,C,C,Good,9/1/2013,2013-09,11,
Stream,P,C,Good,4/13/2014,2014-04,11,
Hospital,P,R,Driver,11/10/2013,2013-11,11,
Canal,P,U,Driver,9/8/2013,2013-09,11,
Bridge,P,R,Driver,12/1/2013,2013-12,11,
Island,P,R,Good,10/27/2013,2013-10,11,
Trail,P,C,Good,2/2/2014,2014-02,11,
Trail,P,U,Good,9/15/2013,2013-09,11,
Arch,P,R,Good,11/3/2013,2013-11,11,
Forest,P,R,Driver,4/27/2014,2014-05,11,
Spring,P,R,Good,6/23/2013,2013-06,11,
Bar,P,C,Driver,6/9/2013,2013-06,11,
Harbor,P,U,Good,4/13/2014,2014-04,11,
Bend,P,R,Good,8/11/2013,2013-08,11,
Ridge,C,C,Good,4/27/2014,2014-04,11,
Park,P,R,Fayette,12/1/2013,2013-12,11,
Stream,P,R,Fayette,6/1/2014,2014-06,11,
Stream,P,R,Mason,10/27/2013,2013-10,11,
Stream,P,R,Passavant,6/16/2013,2013-06,11,
Stream,P,R,Passavant,4/20/2014,2014-04,11,
Stream,P,R,Pinckneyville,2/23/2014,2014-02,11,
Building,P,R,Fayette,9/8/2013,2013-09,11,
Island,P,R,Fayette,8/11/2013,2013-08,11,
Woods,P,R,OSF,7/28/2013,2013-07,11,
Reservoir,P,R,OSF,6/1/2014,2014-06,11,
Reservoir,P,R,Passavant,10/20/2013,2013-10,11,
Census,P,R,Pinckneyville,2/2/2014,2014-02,11,
Populated Place,P,R,OSF,2/23/2014,2014-02,11,
Stream,P,R,Fayette,5/11/2014,2014-05,11,
School,P,R,Fayette,4/27/2014,2014-04,11,
Canal,P,R,Fayette,12/8/2013,2013-12,11,
Locale,P,R,Pinckneyville,8/4/2013,2013-08,11,
Locale,P,R,Pinckneyville,4/20/2014,2014-04,11,
Church,P,R,OSF,2/2/2014,2014-02,11,
Dam,P,R,Pinckneyville,6/9/2013,2013-06,11,
Tower,P,R,OSF,8/4/2013,2013-08,11,
Tower,P,R,OSF,5/25/2014,2014-05,11,
Island,P,R,Fayette,3/16/2014,2014-03,11,
Island,P,R,OSF,8/11/2013,2013-08,11,
Arch,P,R,Pinckneyville,6/1/2014,2014-06,11,
Channel,P,R,Fayette,6/2/2013,2013-06,11,
Swamp,P,R,OSF,12/22/2013,2013-12,11,
Cape,P,R,Fayette,10/27/2013,2013-10,11,
Cliff,P,R,Fayette,10/27/2013,2013-10,11,
Oilfield,P,R,Fayette,12/22/2013,2013-12,11,
Oilfield,P,R,Passavant,5/11/2014,2014-05,11,
Pillar,P,R,Pinckneyville,10/13/2013,2013-10,11,
Tunnel,P,R,Fayette,1/5/2014,2014-01,11,
Census,P,R,Fayette,8/11/2013,2013-08,11,
Airport,C,U,Fayette,5/25/2014,2014-05,11,
Canal,P,R,Mason,5/25/2014,2014-05,11,
Bridge,P,R,Passavant,10/27/2013,2013-10,11,
Flat,P,R,Pinckneyville,7/7/2013,2013-07,11,
Flat,P,R,Pinckneyville,9/1/2013,2013-09,11,
Ridge,P,C,Fayette,6/16/2013,2013-06,11,
Ridge,P,U,OSF,9/22/2013,2013-09,11,
,A,R,Highland,10/27/2013,2013-10,11,
,A,R,Anthony,2/16/2014,2014-02,11,
Reservoir,P,R,Hammond-Henry,7/14/2013,2013-07,11,
Reservoir,P,R,Northwestern,7/21/2013,2013-07,11,
Stream,P,R,Genesis,1/26/2014,2014-01,11,
Tunnel,P,R,Hammond-Henry,8/18/2013,2013-08,11,
Reservoir,P,R,Hammond-Henry,5/25/2014,2014-05,11,
Island,P,R,Northwestern,7/28/2013,2013-07,11,
Pillar,P,R,Northwestern,4/6/2014,2014-04,11,
Bend,P,R,Hammond-Henry,11/17/2013,2013-11,11,
,A,D,Jackson,8/18/2013,2013-08,11,
Building,P,R,Jackson,8/25/2013,2013-08,11,
Tower,P,U,Jackson,6/16/2013,2013-06,11,
Island,P,R,Jackson,4/20/2014,2014-04,11,
Spring,P,R,Jackson,1/19/2014,2014-01,11,
Woods,P,R,Jackson,12/29/2013,2013-12,11,
Bar,P,U,Jackson,11/10/2013,2013-11,11,
Populated Place,C,C,Jackson,11/17/2013,2013-11,11,
Swamp,P,R,Jackson,6/2/2013,2013-06,11,
Cape,P,C,Jackson,9/22/2013,2013-09,11,
Lake,P,R,Jackson,10/27/2013,2013-10,11,
Lake,P,R,Jackson,5/18/2014,2014-05,11,
Airport,P,R,Jackson,3/23/2014,2014-03,11,
Ridge,P,U,Jackson,6/9/2013,2013-06,11,
School,P,R,Kishwaukee,7/7/2013,2013-07,11,
Bridge,P,R,Kishwaukee,10/6/2013,2013-10,11,
Bridge,P,R,Kishwaukee,10/27/2013,2013-11,11,
Flat,P,R,Kishwaukee,10/20/2013,2013-10,11,
